"","sector","prediction"
"136","All",0.569690265486726
"137","All",0.552781289506953
"138","All",0.447060682680152
"139","All",0.516908975979772
"140","All",0.50031605562579
"141","All",0.515644753476612
"142","All",0.548198482932996
"143","All",0.548988621997472
"144","All",0.524652338811631
"145","All",0.556890012642225
"146","All",0.524810366624526
"147","All",0.470764854614412
"148","All",0.472345132743363
"149","All",0.480246523388116
"150","All",0.452275600505689
